domain,timestamp,resource,response_code,response_length
www-b6.proxy.aol.com,[26/Oct/1995:16:11:29-0600],/~scottp/fn1.gif,200,2164.0
archert.usask.ca,[26/Oct/1995:16:13:28-0600],/anatomy/altform.html ,200,5121.0
educ3080.usask.ca,[26/Oct/1995:16:16:43-0600],/~keele/docs/test.html,200,268.0
brpc3.state.wy.us,[26/Oct/1995:16:20:02-0600],/~lowey/Saskatoon/index.html,200,1576.0
wcvm7699.usask.ca,[26/Oct/1995:16:22:40-0600],/search/search_programs.html ,200,1894.0
eng18.usask.ca,[26/Oct/1995:16:26:35-0600],/about_lynx/lynx2_3.html ,200,7267.0
stearns_mac.usask.ca,[26/Oct/1995:16:28:57-0600],/~lowey/Saskatoon/icons/bridge.gif,200,194.0
educ3080.usask.ca,[26/Oct/1995:16:31:07-0600],/~keele/docs/wadokai.html,200,6174.0
eng39.usask.ca,[26/Oct/1995:16:34:18-0600],/departments.html ,200,5736.0
eagle48.sasknet.sk.ca,[26/Oct/1995:16:35:44-0600],/~keele/images/whitebal.gif,200,203.0
mac13660.usask.ca,[26/Oct/1995:16:37:03-0600],/~card/images/lil_gogg.gif,200,1717.0
dial197217.wbm.ca,[26/Oct/1995:16:38:42-0600],/images/logo.gif ,200,2273.0
elec10.usask.ca,[26/Oct/1995:16:41:24-0600],/ ,304,0.0
falun.cs.ualberta.ca,[26/Oct/1995:16:44:24-0600],/~keele/images/karate/icon/ko_kutsu.gif,200,223.0
sask.usask.ca,[26/Oct/1995:16:47:04-0600],/ ,200,3442.0
ppp10.190.160.205.in-addr.arpa,[26/Oct/1995:16:49:59-0600],/dcs/courses/cai/html/introduction_lesson/description.html ,200,1520.0
130.166.62.213,[26/Oct/1995:16:51:57-0600],/images/letter_32.gif ,200,149.0
broadway.sfn.saskatoon.sk.ca,[26/Oct/1995:16:54:20-0600],/ ,200,3442.0
csd26.labcsd.unb.ca,[26/Oct/1995:16:56:38-0600],/images/logo_32.gif ,200,1640.0
eng33.usask.ca,[26/Oct/1995:17:00:13-0600],/uofs/index.html ,200,2018.0
199.60.237.21,[26/Oct/1995:17:04:10-0600],/Harvest/brokers/queryhelp.html ,200,8710.0
www.bconnex.net,[26/Oct/1995:17:06:55-0600],/history/fpwchk.gif ,200,206.0
chemeng14.usask.ca,[26/Oct/1995:17:09:23-0600],/images/logo.gif ,200,2273.0
dec3501.cs.uregina.ca,[26/Oct/1995:17:12:55-0600],/~lowey/Saskatchewan/icons/flag.gif,200,227.0
slip25.vaxxine.com,[26/Oct/1995:17:15:49-0600],/~keele/images/karate/dovefist.gif,200,2348.0
csd26.labcsd.unb.ca,[26/Oct/1995:17:19:13-0600],/images/logo_32.gif ,200,1640.0
www.gnofn.org,[26/Oct/1995:17:22:20-0600],/~scottp/free.html,200,22617.0
csd26.labcsd.unb.ca,[26/Oct/1995:17:25:19-0600],/images/logo.gif ,200,2273.0
pe4480.usask.ca,[26/Oct/1995:17:26:58-0600],/images/binocs_32.gif ,304,0.0
wcvm76113.usask.ca,[26/Oct/1995:17:29:24-0600],/ ,200,3442.0
nywork4.undp.org,[26/Oct/1995:17:31:29-0600],/~scottp/free.html,200,22617.0
206.25.190.112,[26/Oct/1995:17:35:29-0600],/~lowey/encyclopedia/volume_index.html,200,7445.0
explorer.sasknet.sk.ca,[26/Oct/1995:17:39:11-0600],/~dougallg/tour.html,200,1103.0
www01.btx.dtag.de,[26/Oct/1995:17:41:50-0600],/~macphed/finite/fe_resources/node26.html,200,2375.0
142.36.103.61,[26/Oct/1995:17:45:36-0600],/~scottp/free.html,200,22617.0
chemeng14.usask.ca,[26/Oct/1995:17:50:33-0600],/search.html ,200,1789.0
dial197172.wbm.ca,[26/Oct/1995:17:55:05-0600],/images/logo_32.gif ,200,1640.0
gordonh.can.net,[26/Oct/1995:17:57:56-0600],/~lowey/Saskatchewan/index.html,200,1608.0
saskatoon.src.sk.ca,[26/Oct/1995:18:01:51-0600],/images/logo_32.gif ,304,0.0
capricorn.cc.strath.ac.uk,[26/Oct/1995:18:05:36-0600],/~macpherc/images/scarf.gif,200,673.0
eng30.usask.ca,[26/Oct/1995:18:10:15-0600],/images/logo_32.gif ,200,1640.0
eng21.usask.ca,[26/Oct/1995:18:14:48-0600],/images/logo.gif ,200,2273.0
chemeng03.usask.ca,[26/Oct/1995:18:24:03-0600],/search/people_uofs.html ,200,1716.0
cicaa-cs-2.dial.cic.net,[26/Oct/1995:18:26:53-0600],/~lowey/Saskatchewan/icons/letter.gif,200,149.0
fnugget.intel.com,[26/Oct/1995:18:30:30-0600],/~keele/docs/booklist.html,200,3118.0
fnugget.intel.com,[26/Oct/1995:18:34:30-0600],/~keele/docs/pictures.html,200,1739.0
eng30.usask.ca,[26/Oct/1995:18:39:46-0600],/Harvest/cgi-bin/BrokerQuery.pl.cgi?query=music&broker=www&caseflag=on&wordflag=on&errorflag=0&opaqueflag=on&descflag=on&verbose=on&maxresultflag=50 ,200,7121.0
rdr53.ccinet.ab.ca,[26/Oct/1995:18:48:37-0600],/library/gic/v2n1/v2n1.html ,200,893.0
arshak.ame.arizona.edu,[26/Oct/1995:18:54:57-0600],/~macphed/finite/fe_resources/node29.html,200,1754.0
arshak.ame.arizona.edu,[26/Oct/1995:18:57:39-0600],/~macphed/finite/fe_resources/node46.html,200,2023.0
cmpsci42.usask.ca,[26/Oct/1995:19:00:05-0600],/ ,304,0.0
gordonh.can.net,[26/Oct/1995:19:05:38-0600],/~dougallg/welcome.wav,200,33044.0
sailor.lib.md.us,[26/Oct/1995:19:11:30-0600],/~scottp/free.html,200,22617.0
netinfo.ubc.ca,[26/Oct/1995:19:16:32-0600],/~lowey/encyclopedia/m/maps.html,200,1426.0
dsu2.deltast.edu,[26/Oct/1995:19:21:14-0600],/dcs/courses/cai/html/tools_lesson/index.html ,200,1550.0
dasher.csd.sc.edu,[26/Oct/1995:19:24:02-0600],/~scottp/free.html,200,22617.0
eng13.usask.ca,[26/Oct/1995:19:31:10-0600],/images/logo.gif ,304,0.0
publab8.ucslabs.sfu.ca,[26/Oct/1995:19:35:37-0600],/~scottp/fn1.gif,200,2164.0
learn.senecac.on.ca,[26/Oct/1995:19:43:32-0600],/cusi/cusi.html ,200,14463.0
dacw.esd.mun.ca,[26/Oct/1995:19:45:23-0600],/ ,200,3442.0
ped389.usask.ca,[26/Oct/1995:19:54:33-0600],/images/logo.gif ,200,2273.0
slip165-65.on.ca.ibm.net,[26/Oct/1995:19:57:49-0600],/~fowlerdb/winter_wheat/imgs/ulogo.gif,200,213.0
cust7.max9.new-york.ny.ms.uu.net,[26/Oct/1995:20:01:17-0600],/dcs/courses/cai/html/skeleton_lesson/view.html ,200,2275.0
ppp112.quadrant.net,[26/Oct/1995:20:06:28-0600],/gsa/nexus/gifs/button.books.gif ,200,437.0
cmpsci34.usask.ca,[26/Oct/1995:20:10:22-0600],/~fowlerdb/winter_wheat/imgs/ulogo.gif,200,213.0
crothers-quadra.stanford.edu,[26/Oct/1995:20:12:11-0600],/~keele/images/karate/icon/yoi_brwn.gif,200,245.0
hamar2-ppp8.oslo.net,[26/Oct/1995:20:15:20-0600],/~holtsg/stuff/,200,5473.0
duke.usask.ca,[26/Oct/1995:20:18:54-0600],/ ,200,3442.0
llions0.llion.org,[26/Oct/1995:20:21:48-0600],/~scottp/free.html,200,22617.0
131.252.253.12,[26/Oct/1995:20:23:47-0600],/~macphed/finite/fe_resources/node33.html,200,1817.0
artslab40.usask.ca,[26/Oct/1995:20:30:21-0600],/images/right_32.gif ,200,197.0
dec5051.cs.uregina.ca,[26/Oct/1995:20:35:15-0600],/images/question_32.gif ,200,214.0
eng36.usask.ca,[26/Oct/1995:20:42:30-0600],/images/logo.gif ,200,2273.0
canwebcrawler.sasknet.sk.ca,[26/Oct/1995:20:47:16-0600],/events.html ,200,1952.0
dec5051.cs.uregina.ca,[26/Oct/1995:20:52:35-0600],/ ,200,3442.0
bertppp7.cybernw.com,[26/Oct/1995:20:54:36-0600],/~dougallg/sm16sch.gif,200,7677.0
canwebcrawler.sasknet.sk.ca,[26/Oct/1995:20:56:27-0600],/education/index.html ,200,7816.0
canwebcrawler.sasknet.sk.ca,[26/Oct/1995:21:01:41-0600],/cgi-bin/pursuit-beta ,200,0.0
canwebcrawler.sasknet.sk.ca,[26/Oct/1995:21:05:15-0600],/doc/htmlchek.html ,200,70476.0
canwebcrawler.sasknet.sk.ca,[26/Oct/1995:21:08:26-0600],/registrar/95_96_Calendar/Gen_Info/gi_acad_yr.html ,200,1988.0
canwebcrawler.sasknet.sk.ca,[26/Oct/1995:21:11:22-0600],/registrar/95_96_Calendar/Gen_Info/gi_aboriginal.html ,200,2380.0
chem15126.usask.ca,[26/Oct/1995:21:13:18-0600],/images/logo.gif ,304,0.0
ppp2.actioninc.com,[26/Oct/1995:21:16:40-0600],/images/binocs_32.gif ,200,164.0
198.167.10.107,[26/Oct/1995:21:19:19-0600],/images/letter_32.gif ,200,149.0
canwebcrawler.sasknet.sk.ca,[26/Oct/1995:21:22:33-0600],/history/univarchives.html ,200,760.0
educ026.usask.ca,[26/Oct/1995:21:25:22-0600],/education/ ,200,7816.0
eng16.usask.ca,[26/Oct/1995:21:28:56-0600],/ ,200,3442.0
canwebcrawler.sasknet.sk.ca,[26/Oct/1995:21:31:01-0600],/dcs/main_office/index.html ,200,1400.0
canwebcrawler.sasknet.sk.ca,[26/Oct/1995:21:32:51-0600],/cirpa/objectives.html ,200,1198.0
canwebcrawler.sasknet.sk.ca,[26/Oct/1995:21:34:07-0600],/cirpa/guidelines.html ,200,2371.0
dec4919.cs.uregina.ca,[26/Oct/1995:21:36:40-0600],/alumni/gif/main.gif ,200,1272.0
www-b1.proxy.aol.com,[26/Oct/1995:21:39:33-0600],/~lowey/encyclopedia/icons/kevhead.gif,200,1667.0
ppp110.quadrant.net,[26/Oct/1995:21:45:42-0600],/~lowey/Saskatoon/icons/letter.gif,200,149.0
eng35.usask.ca,[26/Oct/1995:21:51:23-0600],/images/logo.gif ,200,2273.0
www-c9.proxy.aol.com,[26/Oct/1995:21:56:23-0600],/~hoff/symbol.html,200,3279.0
dec5082.cs.uregina.ca,[26/Oct/1995:22:01:42-0600],/images/letter_32.gif ,200,149.0
198.59.242.90,[26/Oct/1995:22:05:47-0600],/dcs/courses/cai/html/ ,200,1716.0
dec5082.cs.uregina.ca,[26/Oct/1995:22:08:25-0600],/~lowey/Saskatoon/searching/index.html,200,1411.0
artslab37.usask.ca,[26/Oct/1995:22:12:13-0600],/history/fpwchk.gif ,200,206.0
pp14.westdat.com,[26/Oct/1995:22:15:03-0600],/dcs/courses/cai/html/unix_lesson/index.html ,200,1492.0
ns1.maf.mobile.al.us,[26/Oct/1995:22:20:52-0600],/~scottp/free.html,200,22617.0
cpms56.cpms.com.au,[26/Oct/1995:22:25:53-0600],/~turner/pauldavid,200,23178.0
dialip172.gov.bc.ca,[26/Oct/1995:22:31:19-0600],/library/gic/v1n1/v1n1.html ,200,1341.0
helios.physics.uoguelph.ca,[26/Oct/1995:22:40:02-0600],/images/logo.gif ,200,2273.0
muskat.usask.ca,[26/Oct/1995:22:42:15-0600],/~dougallg/b_media.gif,200,699.0
line048.nwm.mindlink.net,[26/Oct/1995:22:48:59-0600],/~macphed/finite/fe_resources/node38.html,200,1539.0
eng33.usask.ca,[26/Oct/1995:22:56:51-0600],/search/people_uofs.html ,200,1716.0
term1-27.vta.west.net,[26/Oct/1995:22:58:56-0600],/images/question_32.gif ,200,214.0
204.165.216.2,[26/Oct/1995:23:04:11-0600],/provider_docs.html ,200,4103.0
mme115.mme.wsu.edu,[26/Oct/1995:23:13:50-0600],/~macphed/finite/fe_resources/node21.html,200,4042.0
206.12.241.54,[26/Oct/1995:23:26:31-0600],/~lowey/encyclopedia/icons/bookshelf.gif,200,214.0
interchg.ubc.ca,[26/Oct/1995:23:29:14-0600],/~lowey/encyclopedia/index.html,200,2460.0
wabakimi.carleton.ca,[26/Oct/1995:23:32:57-0600],/~macphed/finite/fe_resources/node42.html,200,1859.0
skul11.usask.ca,[26/Oct/1995:23:38:17-0600],/ ,200,3442.0
wabakimi.carleton.ca,[26/Oct/1995:23:49:25-0600],/~macphed/finite/fe_resources/node85.html,200,1453.0
meranti.fit.unimas.my,[27/Oct/1995:00:01:47-0600],/ ,200,3442.0
ascl.usask.ca,[27/Oct/1995:00:15:14-0600],/search.html ,200,1789.0
pinc129.pinc.com,[27/Oct/1995:00:26:23-0600],/~lowey/Saskatoon/icons/bridge.gif,200,194.0
helmholtz.usask.ca,[27/Oct/1995:00:38:48-0600],/images/logo.gif ,200,2273.0
cres15.anu.edu.au,[27/Oct/1995:00:48:51-0600],/ ,200,3442.0
jove.acs.unt.edu,[27/Oct/1995:00:56:14-0600],/~lowey/icons/kevhead.gif,200,1783.0
duke.usask.ca,[27/Oct/1995:01:04:01-0600],/lynx_help/lynx_help_main.html ,200,702.0
srv1.freenet.calgary.ab.ca,[27/Oct/1995:01:17:46-0600],/~scottp/free.html,200,22617.0
skul12.usask.ca,[27/Oct/1995:01:27:57-0600],/ ,200,3442.0
bpaley.link.ca,[27/Oct/1995:01:50:37-0600],/~lowey/icons/kevhead.gif,200,1783.0
b8.ub.uni-konstanz.de,[27/Oct/1995:02:09:17-0600],/uofs/index.html ,200,2018.0
147.94.34.36,[27/Oct/1995:02:21:09-0600],/~macphed/finite/fe_resources/mesh.html,200,2432.0
147.94.34.36,[27/Oct/1995:02:29:47-0600],/~macphed/finite/fe_resources/node60.html,200,2022.0
ip68.hk.linkage.net,[27/Oct/1995:02:47:26-0600],/images/right_32.gif ,304,0.0
194.52.74.61,[27/Oct/1995:03:03:47-0600],/images/binocs_32.gif ,200,164.0
ip131.asiaonline.net,[27/Oct/1995:03:15:31-0600],/~lowey/Saskatoon/searching/people.html,200,771.0
157.158.28.58,[27/Oct/1995:03:36:57-0600],/classics/Images/MercuryDion.GIF ,200,19205.0
ad58-004.compuserve.com,[27/Oct/1995:03:59:02-0600],/~lowey/encyclopedia/icons/kevhead.gif,200,1667.0
norma.hh.se,[27/Oct/1995:04:17:43-0600],/~keele/images/karate/icon/mae_geri.gif,200,206.0
freenet.buffalo.edu,[27/Oct/1995:04:29:47-0600],/~scottp/free.html/,200,22617.0
slip58.indirect.com,[27/Oct/1995:04:44:52-0600],/~scottp/fn1.gif,200,2164.0
annxp03.mel.dbce.csiro.au,[27/Oct/1995:05:01:52-0600],/~luterbac/leftarr.gif,200,497.0
ove.arup.com,[27/Oct/1995:05:26:22-0600],/~macphed/finite/fe_resources/node101.html,200,1288.0
norr.inoc.chalmers.se,[27/Oct/1995:05:44:11-0600],/ ,200,3442.0
155.229.85.103,[27/Oct/1995:05:51:33-0600],/dcs/courses/cai/html/ ,200,1716.0
140.183.35.40,[27/Oct/1995:06:04:45-0600],/images/question_32.gif ,200,214.0
194.182.158.80,[27/Oct/1995:06:09:43-0600],/ ,200,3442.0
kelvin.ph.ed.ac.uk,[27/Oct/1995:06:17:12-0600],/~macpherc/images/caution.gif,200,173.0
mboo004.isc.rit.edu,[27/Oct/1995:06:29:02-0600],/ ,200,3442.0
ray.iet.cmich.edu,[27/Oct/1995:06:38:40-0600],/~macphed/finite/fe_resources/node65.html,200,1925.0
gatekeeper.icl.co.uk,[27/Oct/1995:06:47:25-0600],/~macpherc/hibs/profile/profile.html,200,9980.0
bos1g.delphi.com,[27/Oct/1995:06:52:05-0600],/library/gic/v2n1/mcconnell/mcconnell.html ,200,64468.0
info.telenor.no,[27/Oct/1995:06:59:18-0600],/~lowey/Saskatoon/Saskatoon.gif,200,27583.0
142.42.16.224,[27/Oct/1995:07:07:41-0600],/alternate_views.html ,200,4556.0
gatekeeper.icl.co.uk,[27/Oct/1995:07:13:31-0600],/~macpherc/images/stranbge.gif,200,439.0
legon.ubalt.edu,[27/Oct/1995:07:20:12-0600],/classics/CourseNotes/LyricPoets.html ,200,20213.0
142.99.32.51,[27/Oct/1995:07:25:09-0600],/~lowey/Saskatchewan/icons/sas-tiny.gif,200,4091.0
144.164.210.70,[27/Oct/1995:07:27:35-0600],/dcs/courses/cai/html/unix_lesson/protections.html ,200,1436.0
205.247.0.37,[27/Oct/1995:07:30:26-0600],/images/postit.gif ,200,1139.0
205.247.0.37,[27/Oct/1995:07:37:49-0600],/dcs/courses/cai/html/bibliography/general.html ,200,1880.0
joaquim.singnet.com.sg,[27/Oct/1995:07:41:35-0600],/~macphed/finite/fe_resources/node10.html,200,1382.0
amt022c.ndscs.nodak.edu,[27/Oct/1995:07:49:28-0600],/images/logo.gif ,200,2273.0
joaquim.singnet.com.sg,[27/Oct/1995:07:52:52-0600],/~macphed/finite/fe_resources/node122.html,200,1841.0
pool135.hci.net,[27/Oct/1995:07:56:10-0600],/dcs/courses/cai/html/ ,200,1716.0
www-c2.proxy.aol.com,[27/Oct/1995:08:00:36-0600],/dcs/courses/cai/html/end.html ,200,1042.0
dial9.telecall.co.uk,[27/Oct/1995:08:04:38-0600],/~turner/logo.GIF,200,6761.0
dial36.ibl.bm,[27/Oct/1995:08:08:06-0600],/images/logo.gif ,200,2273.0
saskatoon.src.sk.ca,[27/Oct/1995:08:11:33-0600],/images/logo.gif ,304,0.0
m111.limsi.fr,[27/Oct/1995:08:17:19-0600],/~macphed/finite/fe_resources/node1.html,200,10674.0
schemp.oit.unc.edu,[27/Oct/1995:08:23:52-0600],/dcs/courses/cai/html/ ,200,1716.0
slip-018-1_0.antel.com.uy,[27/Oct/1995:08:26:45-0600],/agriculture/cropsci/winter_wheat/imgs/greenbal.gif ,304,0.0
eng34.usask.ca,[27/Oct/1995:08:32:20-0600],/ ,200,3442.0
sirio.inet.it,[27/Oct/1995:08:38:12-0600],/~macphed/finite/fe_resources/node28.html,200,1679.0
vandyke.njit.edu,[27/Oct/1995:08:41:46-0600],/~macphed/finite/fe_resources/node76.html,200,2073.0
schemp.oit.unc.edu,[27/Oct/1995:08:44:52-0600],/dcs/courses/cai/html/tools_lesson/setup.html ,200,1520.0
wcvmpolley.usask.ca,[27/Oct/1995:08:49:14-0600],/images/logo.gif ,200,2273.0
dial-1.r1.scflrn.sunbelt.net,[27/Oct/1995:08:53:32-0600],/~medialit/jordanc.gif,200,3550.0
smackinnon.lib.uwaterloo.ca,[27/Oct/1995:08:56:34-0600],/library/gic/v2n1/macdonald/macdonald.html ,200,40020.0
criscros.usask.ca,[27/Oct/1995:09:00:25-0600],/alumni/gif/curveline.gif ,200,2348.0
schemp.oit.unc.edu,[27/Oct/1995:09:01:42-0600],/dcs/courses/cai/html/glossary/p.html ,200,1190.0
criscros.usask.ca,[27/Oct/1995:09:04:38-0600],/alumni/html/post.html ,200,1198.0
rex.usask.ca,[27/Oct/1995:09:06:12-0600],/images/logo.gif ,304,0.0
hspot.ija.csic.es,[27/Oct/1995:09:08:41-0600],/~macphed/finite/fe_resources/node21.html,200,4042.0
ipx.ling.su.se,[27/Oct/1995:09:11:20-0600],/~keele/images/karate/dovefist.gif,200,2348.0
cbkpm1-d130.atcon.com,[27/Oct/1995:09:13:15-0600],/~lowey/encyclopedia/icons/book.gif,200,242.0
spuds.debartolo.lab.nd.edu,[27/Oct/1995:09:15:20-0600],/~turner/logo.GIF,200,6761.0
pos2.innovplace.saskatoon.sk.ca,[27/Oct/1995:09:17:36-0600],/agriculture/cropsci/faholm.html ,200,2969.0
pocus.wustl.edu,[27/Oct/1995:09:19:53-0600],/~macphed/finite/fe_resources/node25.html,200,1559.0
biostar3.innovplace.saskatoon.sk.ca,[27/Oct/1995:09:21:51-0600],/~dougallg/cub_8.gif,200,84735.0
hist6631.usask.ca,[27/Oct/1995:09:22:55-0600],/history/rainbowl.gif ,200,2037.0
ts6-8.slip.uwo.ca,[27/Oct/1995:09:23:49-0600],/dcs/courses/cai/html/graphics_lesson/index.html ,200,1462.0
peon.idt.unit.no,[27/Oct/1995:09:25:29-0600],/~holtsg/photo/faq.html,200,44133.0
ag8645.usask.ca,[27/Oct/1995:09:26:58-0600],/~fowlerdb/winter_wheat/chapt01/cvchpt01.htm,200,1534.0
ag8645.usask.ca,[27/Oct/1995:09:28:42-0600],/~fowlerdb/winter_wheat/chapt02/cvchpt02.htm,200,1317.0
arts64217.usask.ca,[27/Oct/1995:09:30:27-0600],/ ,304,0.0
155.198.199.252,[27/Oct/1995:09:32:32-0600],/~macpherc/images/greenbal.gif,200,326.0
cbkpm1-d130.atcon.com,[27/Oct/1995:09:35:45-0600],/~lowey/encyclopedia/icons/kevhead.gif,200,1667.0
central.picker.com,[27/Oct/1995:09:37:32-0600],/images/binocs_32.gif ,200,164.0
131.204.6.9,[27/Oct/1995:09:41:13-0600],/~card/images/lil_andy.gif,200,7466.0
pc28.stllab.usu.edu,[27/Oct/1995:09:43:35-0600],/~lowey/Saskatoon/icons/bridge.gif,200,194.0
duke.usask.ca,[27/Oct/1995:09:46:15-0600],/ ,200,3442.0
james.mit.edu,[27/Oct/1995:09:48:50-0600],/~macphed/finite/fe_resources/fe_resources.html,200,4499.0
ag594.usask.ca,[27/Oct/1995:09:53:15-0600],/~manaloor/caedac/publicat/reports/3rep95.htm,200,520.0
beck.hydro.on.ca,[27/Oct/1995:09:55:41-0600],/~keele/docs/wadokai.html,200,6140.0
204.101.195.129,[27/Oct/1995:09:58:53-0600],/~keele/images/karate/icon/yokogeri.gif,200,216.0
hrdial4.gorge.net,[27/Oct/1995:10:01:37-0600],/~lowey/Saskatoon/icons/bridge.gif,200,194.0
callum.demon.co.uk,[27/Oct/1995:10:05:47-0600],/~scottp/publish.html,200,271.0
imp.srd.bt.co.uk,[27/Oct/1995:10:08:30-0600],/~lowey/encyclopedia/icons/bookshelf.gif,200,214.0
turbo.ing.ula.ve,[27/Oct/1995:10:11:29-0600],/~macphed/finite/fe_resources/node1.html,200,0.0
proxy.srv.ualberta.ca,[27/Oct/1995:10:14:47-0600],/mlookup/white.html ,200,511.0
educ30102.usask.ca,[27/Oct/1995:10:16:01-0600],/images/logo_32.gif ,200,1640.0
gateway.edf.org,[27/Oct/1995:10:19:09-0600],/~lowey/webville/icons/north_32.gif,200,204.0
proxy.srv.ualberta.ca,[27/Oct/1995:10:21:18-0600],/cgi-bin/phone.pl ,200,471.0
edu232.usask.ca,[27/Oct/1995:10:23:10-0600],/education/ ,200,7816.0
geolab11.usask.ca,[27/Oct/1995:10:24:57-0600],/~zhaok/image/bkgd/bk4-12.gif,200,6389.0
laurasia.usask.ca,[27/Oct/1995:10:26:51-0600],/images/logo.gif ,304,0.0
moat.cna.org,[27/Oct/1995:10:29:17-0600],/dcs/courses/cai/html/unix_lesson/account.html ,200,1515.0
educ026.usask.ca,[27/Oct/1995:10:32:29-0600],/education/ ,200,7816.0
panet.pa.sk.ca,[27/Oct/1995:10:35:04-0600],/~dougallg/b_school.gif,200,824.0
mandy2.acs.ohio-state.edu,[27/Oct/1995:10:36:51-0600],/~ladd/uflorida.html,200,1061.0
nova.ca,[27/Oct/1995:10:40:01-0600],/~reevesm/,200,1341.0
admin4215.usask.ca,[27/Oct/1995:10:41:15-0600],/search/search_programs.html ,200,1894.0
scie19.uwsp.edu,[27/Oct/1995:10:43:05-0600],/ ,200,3442.0
loki.usask.ca,[27/Oct/1995:10:44:34-0600],/ ,200,3442.0
gatekeeper.ttc.com,[27/Oct/1995:10:46:44-0600],/images/letter_32.gif ,200,149.0
ag58240.usask.ca,[27/Oct/1995:10:49:05-0600],/alternate_views.html ,200,4556.0
146.176.15.58,[27/Oct/1995:10:51:51-0600],/~macpherc/images/caution.gif,200,173.0
dm.live95.demon.com,[27/Oct/1995:10:54:12-0600],/~turner/prod.html,200,683.0
tazzie.usask.ca,[27/Oct/1995:10:56:23-0600],/images/logo_32.gif ,200,1640.0
hist6629.usask.ca,[27/Oct/1995:10:56:29-0600],/history/yellowba.gif ,304,0.0
ag5858.usask.ca,[27/Oct/1995:10:58:48-0600],/images/binocs_32.gif ,200,164.0
192.75.12.30,[27/Oct/1995:11:00:04-0600],/alumni/gif/help.gif ,304,0.0
educ3080.usask.ca,[27/Oct/1995:11:02:37-0600],/education/ ,200,7816.0
skatter.usask.ca,[27/Oct/1995:11:04:38-0600],/images/logo.gif ,304,0.0
rgfn.epcc.edu,[27/Oct/1995:11:06:44-0600],/Mosaic/Docs/whats-new.html ,200,40960.0
dial197212.wbm.ca,[27/Oct/1995:11:08:39-0600],/ ,200,3442.0
hist6629.usask.ca,[27/Oct/1995:11:09:00-0600],/history/wallpape.gif ,304,0.0
eng_pm3.usask.ca,[27/Oct/1995:11:11:28-0600],/classics/CourseNotes/HdtOutline.html ,200,6723.0
hist6629.usask.ca,[27/Oct/1995:11:12:52-0600],/history/cha/fbutton.gif ,304,0.0
mpngate1.ny.us.ibm.net,[27/Oct/1995:11:15:03-0600],/~dougallg/FROG.GIF,200,640.0
educ3081.usask.ca,[27/Oct/1995:11:17:07-0600],/~keele/docs/ohtsuka.html,200,2681.0
137.81.2.13,[27/Oct/1995:11:19:23-0600],/ ,200,3442.0
ag5858.usask.ca,[27/Oct/1995:11:20:49-0600],/agriculture/cropsci/grhughes.html ,200,607.0
ch072.uwinnipeg.ca,[27/Oct/1995:11:23:00-0600],/history/uofs_sig.gif ,200,53968.0
ch072.uwinnipeg.ca,[27/Oct/1995:11:25:23-0600],/history/faculty.html ,200,10753.0
educ3080.usask.ca,[27/Oct/1995:11:28:13-0600],/education/edbldg.gif ,304,0.0
ceml16.usask.ca,[27/Oct/1995:11:30:42-0600],/images/logo.gif ,200,2273.0
saskatoon.src.sk.ca,[27/Oct/1995:11:32:33-0600],/~lowey/Saskatchewan/index.html,200,1608.0
hist6631.usask.ca,[27/Oct/1995:11:33:23-0600],/history/uofs_sig.gif ,200,53968.0
tsai.phy.nist.gov,[27/Oct/1995:11:35:11-0600],/~lowey/encyclopedia/index.html,200,2460.0
lawlab15.usask.ca,[27/Oct/1995:11:37:20-0600],/images/earth_32.gif ,200,241.0
206.41.33.45,[27/Oct/1995:11:38:27-0600],/changes.html ,304,0.0
bcc.wuacc.edu,[27/Oct/1995:11:41:18-0600],/~scottp/free.html,200,22719.0
pil.idt.unit.no,[27/Oct/1995:11:43:07-0600],/~keele/images/karate/icon/yoi_brwn.gif,200,245.0
pub36.indstate.edu,[27/Oct/1995:11:45:02-0600],/~lowey/webville/places/info_centre/index.html,200,1224.0
ul3100-an.ulib.iupui.edu,[27/Oct/1995:11:48:02-0600],/ ,200,3442.0
van09249.direct.ca,[27/Oct/1995:11:50:58-0600],/~lowey/Saskatchewan/icons/sas-tiny.gif,200,4091.0
ag58231.usask.ca,[27/Oct/1995:11:54:18-0600],/~srivasta/airmail.gif,200,1002.0
206.30.238.109,[27/Oct/1995:11:56:39-0600],/dcs/courses/cai/html/glossary/h.html ,200,1268.0
g1-p12.wchat.on.ca,[27/Oct/1995:11:59:32-0600],/~scottp/fn1.gif,200,2164.0
pub36.indstate.edu,[27/Oct/1995:12:01:54-0600],/~lowey/webville/places/www_broadcasting/index.html,200,1166.0
skul2.usask.ca,[27/Oct/1995:12:05:08-0600],/ ,200,3442.0
ewu68032.ewu.edu,[27/Oct/1995:12:08:41-0600],/ ,200,3442.0
142.99.32.51,[27/Oct/1995:12:10:15-0600],/~lowey/Saskatoon/about_saskatoon/weather.html,200,1310.0
206.30.238.109,[27/Oct/1995:12:12:36-0600],/dcs/courses/cai/html/examples/a_internal.html ,200,1330.0
165.95.24.75,[27/Oct/1995:12:14:34-0600],/dcs/courses/cai/html/skeleton_lesson/index.html ,200,1515.0
cmpsci37.usask.ca,[27/Oct/1995:12:17:00-0600],/images/logo_32.gif ,304,0.0
d072e3.infc.ulst.ac.uk,[27/Oct/1995:12:18:39-0600],/~macpherc/images/timbadge.gif,200,6465.0
